Organization Name,Address1,City,State,Zip Code,Borough,Neighborhood,Phone1,Fax,Website,Job Placement Services,Financial Aid Services,Contact FirstName,Contact LastName,course name,CourseDescription,Keywords,Cost Total,Cost Includes,Cost Does Not Include,Duration,Duration Unit,NumHours,Prerequisites,Max Class Size,Years Course Offered,Instructor Credentials,Delivery Method,Schedule,Is HRA,Is SBS
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Professional Life Coach (Exam cost included),The Certified Professional Life Coach course teaches the Core Competencies of the International Coach Federations (ICF). ICF is the leading organization dedicated to advancing the coaching profession through high standards  independent certification  and a worldwide network of trained coaching professionals. You will learn ICF-recognized protocols and use these to build your own distinctive coaching style. .This course also incorporates the International Association of Professional Recovery Coaches (IAPRC) Code of Ethics  used to enhance the lives of individuals impacted by addiction. You will learn strategies for applying the IAPRC Code of Ethics  ICF Core Competencies  and other recognized coaching concepts. Upon course completion of the final exam within the course  you will receive the Certified Professional Coach (CPC) certification. This credential is issued through the International Association of Professional Recovery Coaches (IAPRC). Finally  you will have gained the industry-recognized skills needed to become a certified life coach and establish a successful coaching business.,,1825.00,Classroom Hours 40   Lab Hours 0   Internship Hours 0   Practical Hours 0,,40,Hour(s),40,There are no prerequisites to take this course.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Professional Medical Auditor ,Designed for the experienced coder  AAPC''s CPMA online training course provides training for the multifaceted components of medical auditing. This online training course covers medical record standards and documentation guidelines  coding and documentation compliance  coding and reimbursement concepts  audit scope and statistical sampling methods  medical record audit abstraction  and category risk analysis and communication. A minimum of two years coding experience is strongly suggested prior to taking this course. .The registration fee for this program includes AAPC membership  CPMA practice exams  and the AAPC Certified Professional Medical Auditor (CPMA&reg;) exam. .Prepares You For... .Careers . .Medical Auditor for physicians .Medical Auditor for payers .Practice consultant . .Certification Exam . .Certified Professional Medical Auditor (CPMA&reg;) .,,1725.00,Classroom Hours 80   Lab Hours 0   Internship Hours 0   Practical Hours 0,,80,Hour(s),80,Knowledge of medical terminology and anatomy (or AAPC courses) strongly recommended.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Six Sigma Green Belt ,Our comprehensive course is designed for individuals who want to deliver meaningful results and lasting impacts in the areas of quality  cost containment  revenue enhancement  and customer satisfaction by implementing Six Sigma principles. This course prepares students for the Six Sigma Green Belt certification offered through the American Society for Quality. . .The course not only teaches the framework of the American Society for Quality''s (ASQ''s) Six Sigma Green Belt body of knowledge  but also allows you to test and apply the framework through quizzes  engaging exercises  fun games  and case studies. This unique course design provides on-the-job readiness to analyze quality problems and be involved in continuous improvement projects in the real world. .Prepares You For... .Careers . .Process Improvement Analyst .Six Sigma Green Belt Consultant .Quality Control/Quality Assurance Supervisor .Six Sigma Team Member/Associate .Quality Technician . .Certification Exam . .ASQ Certified Six Sigma Green Belt .,,1925.00,Classroom Hours 120   Lab Hours 0   Internship Hours 0   Practical Hours 0,,120,Hour(s),120,Prior to taking this course  you must be knowledgeable in basic Algebra and Statistics.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Wedding Planner,In this course  you will master the fundamentals of planning  orchestrating  and delivering stunning weddings and parties. This course allows you to earn your certification as a professional wedding planner and will give you an opportunity to put your new skills to work in an optional internship. Lastly  it includes the opportunity to receive notifications on internships in your area to get hands-on experience.,,1595.00,Classroom Hours 340   Lab Hours 0   Internship Hours 0   Practical Hours 0,,340,Hour(s),340,There are no prerequisites for this course.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Chartered Tax Professional,A Chartered Tax Professional (CTP) is someone who has completed a specific series of tax courses in individual and small business income tax preparation.This nationally recognized innovative online certificate course enables you to start working and earning money while completing coursework toward the CTP professional credential. .After successfully completing this course you will be qualified to prepare individual tax returns for almost all U.S. taxpayers and will also have the tax knowledge to successfully pass theSpecial EnrollmentExamination(SEE).The Special EnrollmentExamination(SEE) is a test that individuals can take to become anEnrolled Agentin the United States. TheEnrolled Agentcredential is issued and regulated by the Internal Revenue Service (IRS).,,1925.00,Classroom Hours 180   Lab Hours 0   Internship Hours 0   Practical Hours 0,,180,Hour(s),180,A high school diploma or equivalent is a prerequisite for this program. Accounting and specific math skills aren't required  just the aptitude to work with numbers and people and to read and interpret the tax laws.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Clinical Dental Assistant,The Clinical Dental Assistant Online Training Program will prepare you to become a productive member of a dental team as a professional dental assistant. You''ll learn about every aspect of professional dental assisting  including invaluable real-world perspectives from experienced dental assistants and essential information about anatomy and physiology  preventive dentistry  patient care and communication  radiology  pharmacology  anesthesia  assisting in specialty practices  employment strategies  and much more. Upon finishing this program  you''ll be prepared to successfully complete the radiology and infection control portions of the Dental Assisting National Board* exam.,,1995.00,Classroom Hours 240   Lab Hours 0   Internship Hours 0   Practical Hours 0,,240,Hour(s),240,Students should have a high school diploma or equivalent. Basic computer skills are required. No healthcare or medical office work experience is required. A current CPR certification is required for employment  but it's not required for this program.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CLINICAL MEDICAL ASSISTANT PROGRAM,Prepare for an exciting  challenging  and rewarding career in healthcare. This program will train students to assist physicians by performing functions related to the clinical responsibilities of a medical office. .Certification exam fee is included in the tuition.,Health  home  attendant  Medical  NCLEX  RN  Emergency  EMS  EMT  clinical  clinic  transcription  Nurse  phlebotomy  EKG  Dentist  doctor  practitioner  physician  hygien  Can  LPN  HHA  PCA  care  aide  orderly  nursing,3465.00,Classroom Hours 100   Lab Hours 82   Internship Hours 160   Practical Hours 0,,342,Hour(s),342,High school diploma or GED,,,RN  MA,Classroom Training,Check with school to receive most updated schedule,No,Yes. ITG vouchers issued for this course will cover the listed price  up to  $5000.
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CompTIA Certification Training: A+  Network+  Security+ ,This program will prepare you for CompTIA A+  Security+ and Network+ certifications. These credentials will assure employers that you are competent in PC troubleshooting and repair  in addition to validating your skills in security and network concepts. You will demonstrate competence with topics such as security attacks  mitigation  and disaster recovery  in addition to mastering skills that involve network desighn  routing  and switching.,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,4025.00,Classroom Hours 480   Lab Hours 0   Internship Hours 0   Practical Hours 0,,480,Hour(s),480,To enroll in this program  you should have basic knowledge of computer hardware and operating systems for example  how to power up and log on to a machine  how to use a mouse and keyboard  and basic Microsoft Windows navigation skills.,,,,Web-Based,Check with school to receive most updated schedule,No,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CompTIA IT Fundamentals ,Prove that you know today's technologies with CompTIA IT Fundamentals. From networking and cybersecurity essentials to hardware and software basics  IT Fundamentals demonstrates your readiness for the digital workplace. .The CompTIA IT Fundamentals exam is designed to help you learn more about the world of information technology (IT). It's ideal if you're considering a career in IT or if you work in an allied field that requires a broad understanding of IT. CompTIA IT Fundamentals can also be a stepping stone to more advanced certifications such as CompTIA A+  and  with specialized experience  CompTIA Network+ and CompTIA Security+.,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,925.00,Classroom Hours 100   Lab Hours 0   Internship Hours 0   Practical Hours 0,,100,Hour(s),100,There are no prerequisites to take this program.,,,,Web-Based,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CompTia Network +,The Network+ certifications builds upon your existing knowledge and experience with computer operating systems and networks to increase your knowledge of networking concepts and acquire the required skills to prepare for a career in network support or administration. In this course  you will gain knowledge of major networking technologies and become able to configure  manage  and troubleshoot modern networks. .The CompTIA&reg; Network+&reg; (Exam N10-006) course builds on your existing user-level knowledge and experience with personal computer operating systems and networks to present the fundamental skills and concepts that you will need to use on the job in any type of networking career. If you are pursuing a CompTIA technical certification path  the CompTIA&reg; A+&reg; certification is an excellent first step to take before preparing for the CompTIA Network+ certification.The CompTIA&reg; Network+&reg; (Exam N10-006) course can benefit you in two ways. It can assist you if you are preparing to take the CompTIA Network+ examination (Exam N10-006). Also  if your job duties include network troubleshooting  installation  or maintenance  or if you are preparing for any type of network-related career  it provides the background knowledge and skills you will require to be successful.,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,1300.00,Classroom Hours 30   Lab Hours 30   Internship Hours 0   Practical Hours 0,,60,Hour(s),60,Comp TIA A+ certification,10,,CompTIA certified,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Computer Support Specialists: A+ Certification,Build your own personal computer as well as learn how to upgrade  optimize  troubleshoot and repair personal computer systems. The CompTIA A+ Certification is a foundational certification and the first step to begin a career in the world of technology. The certification covers mobile  tablets  laptops  desktops and more. 40 Sessions AT100: $2 025 .(Textbooks  repair kit and pc kit  registration fee included) .Books $28+ Classroom instruction $975+ Equiptment $800+ Exam $197+ Reg Fee $30,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2025.00,Classroom Hours 45   Lab Hours 45   Internship Hours 0   Practical Hours 30,,120,Hour(s),120,Basic pc skills,10,,A+ Certified,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CBCS Certified Medical Administrative Assistant with Medical Billing and Coding ,The CBCS Certified Medical Administrative Assistant with Medical Billing and Coding is gearded towards students who are interested in obtaining a career in the healthcare industry  but have little to no experience within the sector. This comprehensive program will provide a foundation of medical vocabulary  to help you better understand doctors' notes and medical record contents. It will also teach you essential medical office management skills that healthcare managers look for  when hiring new front office staff .,,2730.00,Classroom Hours 500   Lab Hours 0   Internship Hours 0   Practical Hours 0,,500,Hour(s),500,In order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this program.,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CBCS Medical Billing and Coding ,CBCS Medical Billing and Coding is an ideal program for students new to a medical career. If you're seeking entry into the healthcare industry  this comprehensive program will provide you with all of the information you need to earn a certification in medical billing and coding. .You will build a foundation of medical vocabulary  to help you better understand the contents of a patient's medical record  as well as notes from practicing physicians. In addition  you'll learn current medical coding standards  so you can be successful within the industry.,,2030.00,Classroom Hours 340   Lab Hours 0   Internship Hours 0   Practical Hours 0,,340,Hour(s),340,In order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this program.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CCA Certified Medical Administrative assistant with Medical Billing and Coding (Vouchers included),The CCA Certified Medical Administrative Assistant with Medical Billing and Coding is geared towards students who are interested in obtaining a career in the healthcare industry  but have little to no experience within the sector. .This comprehensive program will provide a foundation of medical vocabulary  to help you better understand doctors' notes and medical record contents. It will also teach you essential medical office management skills that healthcare managers look for  when hiring front office staff. .Upon completion of this program  you will be prepared to sit for the Certified Coding Associate (CCA) exam  offered by the American Health Information Management Association (AHIMA) and the Certified Medical Administrative Assistant (CMAA) exam offered by National Healthcareer Association (NHA). The registration fees for both exams are included with this program.This program will also prepare you to sit for the Certified Billing and Coding Specialist (CBCS) exam and the Certified Coding Associate (CCA) exam.,,3225.00,Classroom Hours 500   Lab Hours 0   Internship Hours 0   Practical Hours 0,,500,Hour(s),500,There are no prerequisites to take this course. However  in order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this course.,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CCA Medical Billing and Coding(voucher included),CCA Medical Billing and Coding will prepare you for an entry-level career within the healthcare industry. You'll learn current medical coding standards  to help you accurately track patient accounts and find gainful employment within this growing workforce sector. .This program is designed to help you successfully prepare for the Certified Coding Associate (CCA) exam  offered by the American Health Information Management Association (AHIMA). The registration fee for this exam is included with this program.,,2725.00,Classroom Hours 340   Lab Hours 0   Internship Hours 0   Practical Hours 0,,340,Hour(s),340,There are no prerequisites to take this course. However  in order to sit for national certification exams  candidates must have a high school diploma or equivalent; therefore  it is recommended you have this before enrolling for this course.,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,CCNA: Routing and Switching,This program incorporates the objectives for the Cisco CCNA exam  focusing on giving you the skills and knowledge necessary in install  operate  and troubleshoot a small and medium branch office Enterprise network  including operating IP Data Networks  LAN Switching Technologies  IP Addressing  IP Routing Technologies  IP Services such as DHCP  NAT  ACLs  FHRP  Syslog SNMP v2/v3  Network Device Security  Troubleshooting and Want Technologies. A student should be able to complete configuration and implementation of a small branch office network under supervision.,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2230.00,Classroom Hours 180   Lab Hours 0   Internship Hours 0   Practical Hours 0,,180,Hour(s),180,There are no prerequisites for this course  but we recommend that students have experience working in a network environment. Individuals without 1-3 years of networking experience are advised to consider first completing a course like CompTIA Network+ or,,,,Web-Based,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certificate in Mediation and Arbitration,Thiscourse provides you with the comprehensive training necessary for becoming a certified mediation or arbitration professional. It is structured around the Mediators Without Borders INACCORD&reg; conflict resolution model  and offers you the chance to practice your skills through simulated roleplaying exercises. Skills covered include facilitating hearings  weighing evidence and testimony  and rendering awards  as well as fundamentals of conflict analysis and resolution. Upon successful completion Mediators Without Borders will award you four individual certificates in Mediation  Applied Mediation Practice  Arbitration and Professional Mediator and Arbitrator. A final exam is optional upon completion of the program.,,3525.00,Classroom Hours 200   Lab Hours 0   Internship Hours 0   Practical Hours 0,,200,Hour(s),200,There are no pre-requisites for this program. Skills at using a computer browser and Microsoft Word are necessary to complete the assignments and navigate the online campus. Students should have basic computer skills and be comfortable navigating the Inte,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Administrative Professional ( Voucher Included),To be a successful administrative professional  you must possess skills to handle a wide variety of workplace tasks and scenarios. The Certified Administrative Professional (CAP) course serves two purposes. First  it prepares you to take the CAP exam offered by the International Association of Administrative Professionals (IAAP). Second  it provides you with a broad selection of essential skills and knowledge to effectively work as an administrative assistant in fields including education  technology  government  and medicine.In this course  you will learn the basics of workplace administration as well as how to begin and grow a successful career as an administrative professional. The course covers the intricacies of organizational communication  office and records management  and human resources fundamentals  among other topics. You will also learn to effectively write for business  produce documents  and utilize informational technology. You''ll gain event and project management skills  which includes virtual meeting coordination. As technology develops  this skill has become increasingly useful. Each course module concludes with a quiz  helping you to effectively track your progress and test your skills. This course includes a voucher which covers the fee of the exam.,,1725.00,Classroom Hours 90   Lab Hours 0   Internship Hours 0   Practical Hours 0,,90,Hour(s),90,There are no prerequisites to take this course.,,,,Web-Based,Check with school to receive most updated schedule,Yes,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Administrative Professional with Microsoft Office Master 2016 ,To be a successful administrative professional  you must possess skills to handle a wide variety of workplace tasks and scenarios. The Certified Administrative Professional (CAP) course serves two purposes. First  it prepares you to take the CAP exam offered by the International Association of Administrative Professionals (IAAP). Second  it provides you with a broad selection of essential skills and knowledge to effectively work as an administrative assistant in fields including education  technology  government  and medicine. .In this bundled course ofCertified Administrative Professional  andMicrosoft Office 2016 Master Certification Training  you will learn the basics of workplace administration as well as how to begin and grow a successful career as an administrative professional. The course covers the intricacies of organizational communication  office and records management  and human resources fundamentals  among other topics. You will also learn to effectively write for business  produce documents  and utilize informational technology. You'll gain event and project management skills  which includes virtual meeting coordination. As technology develops  this skill has become increasingly useful. Each course module concludes with a quiz  helping you to effectively track your progress and test your skills. .This program will also prepare you for the Microsoft Office Certification Exams for Word  Excel  PowerPoint  and Outlook.,,3725.00,Classroom Hours 335   Lab Hours 0   Internship Hours 0   Practical Hours 0,,335,Hour(s),335,Certification Eligibility Requirements for the CAP exam..Candidates must meet specific education and administrative office support professional experience  which are..No College Degree - 4 years of relevant work experience is required.Associates Degree -,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Administrative Professional with Microsoft Office Master 2019 (vouchers included),Certified Administrative Professional (CAP) is one of the most valuable credentials an administrative professional can hold. When held with a Microsoft Office Master certification  you demonstrate that you can perform all administrative assistant duties and responsibilities at the highest level. .This course will prepare you for the CAP exam  offered by the International Association of Administrative Professionals (IAAP)  and Microsoft Master certification. You will learn the fundamentals of workplace administration  including organizational communication  records management  and human resources. You will then learn advanced skills for using programs in the Microsoft Office 2019 suite. .Upon course completion  you will receive prepaid vouchers to take the CAP exam and the Excel (MO-200)  MO-100 (Word)  MO-300 (PowerPoint)  and MO-400 (Outlook) exams.,,3225.00,Classroom Hours 335   Lab Hours 0   Internship Hours 0   Practical Hours 0,,335,Hour(s),335,Candidates must meet specific education and administrative office support professional experience  which are..No College Degree   4 years of relevant work experience is required.Associates Degree  3 years of relevant work experience is required.Bachelors,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Administrative Professional with Microsoft Office Specialist 2016 ,To be a successful administrative professional  you must possess skills to handle a wide variety of workplace tasks and scenarios. The Certified Administrative Professional (CAP) course serves two purposes. First  it prepares you to take the CAP exam offered by the International Association of Administrative Professionals (IAAP). Second  it provides you with a broad selection of essential skills and knowledge to effectively work as an administrative assistant in fields including education  technology  government  and medicine. .In this bundled course ofCertified Administrative Professional  andMicrosoft Office 2016 Specialist Certification Training  you will learn the basics of workplace administration as well as how to begin and grow a successful career as an administrative professional. The course covers the intricacies of organizational communication  office and records management  and human resources fundamentals  among other topics. You will also learn to effectively write for business  produce documents  and utilize informational technology. You'll gain event and project management skills  which includes virtual meeting coordination. As technology develops  this skill has become increasingly useful. Each course module concludes with a quiz  helping you to effectively track your progress and test your skills. .This program will also prepare you to sit for the Microsoft Office Specialist Certification Exams  which cover Word  Excel  PowerPoint  Outlook  and Access.,,3725.00,Classroom Hours 425   Lab Hours 0   Internship Hours 0   Practical Hours 0,,425,Hour(s),425,Candidates must meet specific education and administrative office support professional experience  which are..No College Degree - 4 years of relevant work experience is required.Associates Degree - 3 years of relevant work experience is required.Bachelors,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Administrative Professional with Microsoft Office Specialist 2019 (Vouchers included),Certified Administrative Professional (CAP) and Microsoft Office Specialist (MOS) are two of the most valuable credentials an administrative professional can hold. These certifications prove that you can effectively perform administrative assistant duties and responsibilities in any industry. .This course will prepare you for the CAP exam  offered by the International Association of Administrative Professionals (IAAP)  and MOS certification exams for Word  Excel  PowerPoint  Outlook  and Access. You will learn the fundamentals of workplace administration  including organizational communication  management  and human resources. You will then learn to how to effectively use programs in the Microsoft Office 2019 suite. This course offers enrollment with vouchers which is pre paid access to sit for the certifying exams upon eligibility.,,3625.00,Classroom Hours 425   Lab Hours 0   Internship Hours 0   Practical Hours 0,,425,Hour(s),425,Candidates must meet specific education and administrative office support professional experience  which are.No College Degree  4 years of relevant work experience is required.Associates Degree  3 years of relevant work experience is required.Bachelors De,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Bookkeeper with Microsoft Excel 2019,Certified Bookkeepers are the elite of their profession  much like CPAs are the best in the accounting field. Gaining industry-recognized certification increases your earning potential and enhances your professional status. This course prepares for American Institute of Professional Bookkeepers (AIPB) certification as well as Microsoft Office Specialist and Expert certification exams for Microsoft Excel 2019.Gaining AIPB certification is the highest standard in the profession  so this course is recommended to practicing bookkeepers with several years of experience and a working knowledge of payroll concepts  including accounting transactions and journal entries. . . .,,2525.00,Classroom Hours 210   Lab Hours 0   Internship Hours 0   Practical Hours 0,,210,Hour(s),210,The Certified Bookkeeper course is designed for experienced bookkeepers who want to prepare for and take the national certification exam. To earn your Certified Bookkeeper designation  you must pass the AIPB certification exam and be able to submit proof,,,,Web-Based,Check with school to receive most updated schedule,No,No
College of Staten Island CUNY,2800 VICTORY BLVD BLDG 2A,STATEN ISLAND,New York,10314,Staten Island,Willowbrook,7189822182,7186067173,http://www.csi.cuny.edu/continue,Job Placement Services are available.,,Continuing,Education,Certified Clinical Medical Assistant (CCMA) (Voucher Included),Clinical medical assistants are skilled multi-taskers who help to maximize the productivity of the healthcare team. Medical assistants enable a healthcare facility to operate more efficiently  which increases revenue and provides a positive experience for patients. .In this course  you will medical terminology  medical law and ethics  HIPAA rules  scheduling systems  patient check-in and check-out  contents of a medical record  anatomy  pathophysiology  pharmacology  nutrition  phlebotomy theory  injections  and routine treatment and laboratory duties. .You will also learn medical terms an their application. You''ll start by learning the origins of medical words and how to recognize prefixes and suffixes used in medical terminology. Then you''ll learn about the body as a whole and how to differentiate cells  tissues  organs  systems  and cavities. Next  you''ll learn to define and describe the function of each system of the human body. This knowledge will help you take the next step in your medical career or education. .You will be also able to take the Certified Clinical Medical Assistant (CCMA) national certification exam offered by National Healthcareer Association (NHA). This course includes a voucher which covers the fee of the exam. Upon completion of the course  you will also have the opportunity to gain access to our Externship Starter Kit.,Health  home  attendant  Medical  NCLEX  RN  Emergency  EMS  EMT  clinical  clinic  transcription  Nurse  phlebotomy  EKG  Dentist  doctor  practitioner  physician  hygien  Can  LPN  HHA  PCA  care  aide  orderly  nursing,2495.00,Classroom Hours 540   Lab Hours 0   Internship Hours 0   Practical Hours 0,,540,Hour(s),540,There are no prerequisites prior to enrolling in this course...You need a high school diploma or GED in order to take the CCMA exam.,,,,Web-Based,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $5000.
